term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
cafr-statistical-section,10,,,,ControlPanel LA,10,,,,,,,,,,
sheriffs,10,,,,County of Los Angeles Data Portal,10,,,,,,,,,,
Calidris,10,,,,California Natural Resources Agency Data Portal,10,,,,,,,,,,
VR,10,,,,California Health and Human Services Open Data Portal,10,,,,,,,,,,
CPUA,10,,,,California Natural Resources Agency Data Portal,10,,,,,,,,,,
Collisions,10,,,,LA City Geo Hub,10,,,,,,,,,,
CRFS,10,,,,California Natural Resources Agency Data Portal,10,,,,,,,,,,
Per,10,,,,California Natural Resources Agency Data Portal,10,,,,,,,,,,
Woodpecker,10,,,,California Natural Resources Agency Data Portal,10,,,,,,,,,,
Anas,10,,,,California Natural Resources Agency Data Portal,10,,,,,,,,,,
Top 100 SRTS School Sites,10,,,,LA City Geo Hub,10,,,,,,,,,,
population,18,,,,California Health and Human Services Open Data Portal,10,LA City Geo Hub,4,Los Angeles Open Data,2,California Natural Resources Agency Data Portal,1,ControlPanel LA,1,,
calls,10,,,,Los Angeles Open Data,9,Performance LA,1,,,,,,,,
private industry,9,,,,LA City Geo Hub,9,,,,,,,,,,
ecological data,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
Restoration,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
permits,13,,,,LA City Geo Hub,9,City of Culver City Data Portal,1,Los Angeles Open Data,1,Performance LA,1,Santa Monica Open Data,1,,
Flycatcher,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
vocational rehabilitation,9,,,,California Health and Human Services Open Data Portal,9,,,,,,,,,,
bus,10,,,,LA City Geo Hub,9,Los Angeles Open Data,1,,,,,,,,
conservation,12,,,,California Natural Resources Agency Data Portal,9,Los Angeles Open Data,3,,,,,,,,
River,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
primary care,9,,,,California Health and Human Services Open Data Portal,9,,,,,,,,,,
Myotis,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
LAUSD boundaries,9,,,,LA City Geo Hub,9,,,,,,,,,,
Recreation,9,,,,City of Long Beach Data Portal,9,,,,,,,,,,
expected payer,9,,,,California Health and Human Services Open Data Portal,9,,,,,,,,,,
race,9,,,,California Health and Human Services Open Data Portal,9,,,,,,,,,,
expenses,12,,,,California Health and Human Services Open Data Portal,9,Santa Monica Open Data,3,,,,,,,,
americana,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
fire,13,,,,LA City Geo Hub,9,Santa Monica Open Data,2,California Natural Resources Agency Data Portal,1,County of Los Angeles Data Portal,1,,,,
cfs,9,,,,Los Angeles Open Data,9,,,,,,,,,,
Plan,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
Boundaries,18,administrative-boundaries,,,California Natural Resources Agency Data Portal,9,City of Long Beach Data Portal,6,SCAG GIS Open Data Portal,3,,,,,,
CleanStat,9,,,,LA City Geo Hub,9,,,,,,,,,,
trout,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
canadensis,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
Zip Code,9,,,,LA City Geo Hub,9,,,,,,,,,,
northern,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
Larus,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
occidentalis,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
CalHEERS,9,government-services,,,California Health and Human Services Open Data Portal,9,,,,,,,,,,
Surface Water,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
government,9,,,,LA City Geo Hub,9,,,,,,,,,,
Administrative Boundary,9,administrative-boundaries,,,SCAG GIS Open Data Portal,9,,,,,,,,,,
Legacy,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
911,11,,,,Los Angeles Open Data,9,Santa Monica Open Data,2,,,,,,,,
Bird,9,environment,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
stormwater,15,,,,LA City Geo Hub,9,Los Angeles Open Data,6,,,,,,,,
Safety,12,,,,LA City Geo Hub,9,City of Long Beach Data Portal,3,,,,,,,,
South Coast,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
reproduction,9,,,,California Natural Resources Agency Data Portal,9,,,,,,,,,,
emergency department data,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
emergency department visits,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
Mountain,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
family pact,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
National,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
parking,12,,,,LA City Geo Hub,8,Los Angeles Open Data,3,Santa Monica Open Data,1,,,,,,
Pedestrian Refuge Islands,8,,,,LA City Geo Hub,8,,,,,,,,,,
basin,10,infrastructure,,,California Natural Resources Agency Data Portal,8,Performance LA,2,,,,,,,,
dwp,20,,,,ControlPanel LA,8,Performance LA,8,Los Angeles Open Data,4,,,,,,
expenditures,19,government-spending,,,ControlPanel LA,8,Santa Monica Open Data,3,City of Culver City Data Portal,3,California Health and Human Services Open Data Portal,2,County of Los Angeles Data Portal,2,Los Angeles Open Data,1
hospital quality,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
Rana,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
Red,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
revenue,16,community-economic-development,,,ControlPanel LA,8,California Health and Human Services Open Data Portal,4,Los Angeles Open Data,2,City of Culver City Data Portal,1,Santa Monica Open Data,1,,
public ways,8,,,,LA City Geo Hub,8,,,,,,,,,,
ABX,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
salmon,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
Korean,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
RRFB,8,,,,LA City Geo Hub,8,,,,,,,,,,
Safety,8,,,,LA City Geo Hub,8,,,,,,,,,,
High Visibility Crosswalks,8,,,,LA City Geo Hub,8,,,,,,,,,,
connectivity,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
Scramble Crosswalks,8,,,,LA City Geo Hub,8,,,,,,,,,,
Spotted,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
cover,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
Application,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
Thamnophis,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
Speed Feedback Signs,8,,,,LA City Geo Hub,8,,,,,,,,,,
Drinking Water,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
CIP,8,,,,City of Long Beach Data Portal,8,,,,,,,,,,
Endangered,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
Interim Intersection Tightening,8,,,,LA City Geo Hub,8,,,,,,,,,,
foothills,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
budget,17,community-economic-development,,,Los Angeles Open Data,8,ControlPanel LA,3,Santa Monica Open Data,2,City of Culver City Data Portal,2,County of Los Angeles Data Portal,2,,
building,11,infrastructure,,,Los Angeles Open Data,8,City of Culver City Data Portal,1,LA City Geo Hub,1,ControlPanel LA,1,,,,
building-and-safety,8,,safety,,Los Angeles Open Data,8,,,,,,,,,,
LADOT,8,,,,LA City Geo Hub,8,,,,,,,,,,
construction,14,infrastructure,,,Los Angeles Open Data,8,LA City Geo Hub,4,California Health and Human Services Open Data Portal,1,California Natural Resources Agency Data Portal,1,,,,
quarterly financial and utilization report,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
department-of-building-and-safety,8,,,,Los Angeles Open Data,8,,,,,,,,,,
development,14,,,,Los Angeles Open Data,8,Performance LA,2,County of Los Angeles Data Portal,2,LA City Geo Hub,2,,,,
entitlement,8,,,,Los Angeles Open Data,8,,,,,,,,,,
environmental,9,,,,Los Angeles Open Data,8,California Natural Resources Agency Data Portal,1,,,,,,,,
Ground,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
ladbs,9,,,,Los Angeles Open Data,8,Performance LA,1,,,,,,,,
Hawk,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
Leading Pedestrian Interval,8,,,,LA City Geo Hub,8,,,,,,,,,,
Covered CA Covered CA QHP Eligibility,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
port,10,,,,Los Angeles Open Data,8,Performance LA,2,,,,,,,,
invasive,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
demographics,16,demographics,,,California Health and Human Services Open Data Portal,8,LA City Geo Hub,5,Los Angeles Open Data,2,ControlPanel LA,1,,,,
Yield Pedestrian Crosswalk Paddle,8,,,,LA City Geo Hub,8,,,,,,,,,,
land,8,,,,California Natural Resources Agency Data Portal,8,,,,,,,,,,
aid,8,,,,County of Los Angeles Data Portal,8,,,,,,,,,,
dpss,8,,,,County of Los Angeles Data Portal,8,,,,,,,,,,
Activated Pedestrian Warning Devices,8,,,,LA City Geo Hub,8,,,,,,,,,,
utilization,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
Vietnamese,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
emergency department admits,8,,,,California Health and Human Services Open Data Portal,8,,,,,,,,,,
2017,13,,,,City of Long Beach Data Portal,8,California Natural Resources Agency Data Portal,3,Los Angeles Open Data,1,LA City Geo Hub,1,,,,
Sandpiper,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
CleanStat,7,,,,LA City Geo Hub,7,,,,,,,,,,
atmosphere,7,environment,,,LA City Geo Hub,7,,,,,,,,,,
tropical depression,7,,,,LA City Geo Hub,7,,,,,,,,,,
dtp,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
Peromyscus,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
Hummingbird,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
Eligible,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
immunization,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
race group,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
2010,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
vaccination,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
smoking,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
Wren,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
restoration,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
Sacramento,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
renewable energy,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
Crotalus,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
Covered CA,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
East Pacific Ocean,7,,,,LA City Geo Hub,7,,,,,,,,,,
ethnicity,9,,,,California Health and Human Services Open Data Portal,7,County of Los Angeles Data Portal,2,,,,,,,,
wind,8,,,,California Natural Resources Agency Data Portal,7,LA City Geo Hub,1,,,,,,,,
Tern,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
atlantic basin,7,infrastructure,,,LA City Geo Hub,7,,,,,,,,,,
sanitation,14,,,,LA City Geo Hub,7,Los Angeles Open Data,5,Performance LA,2,,,,,,
frog,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
2019 ATP DAC Requirements,7,,,,SCAG GIS Open Data Portal,7,,,,,,,,,,
Night,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
california children,7,,demographics,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
Covered CA QHP Eligibility,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
Individual,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
Water Quality,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
age demographics,7,demographics,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
NOAA,7,,,,LA City Geo Hub,7,,,,,,,,,,
Area,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
hurricane,7,,,,LA City Geo Hub,7,,,,,,,,,,
Empidonax,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
Zone,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
east pacific basin,7,,,,LA City Geo Hub,7,,,,,,,,,,
revenues,10,,,,California Health and Human Services Open Data Portal,7,ControlPanel LA,2,Santa Monica Open Data,1,,,,,,
iap,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
tobacco,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
mmr,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
Clean Streets,7,,,,LA City Geo Hub,7,,,,,,,,,,
Gopher,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
Department of Commerce,7,,,,LA City Geo Hub,7,,,,,,,,,,
Gartersnake,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
City Planning,7,,,,LA City Geo Hub,7,,,,,,,,,,
meteorology,8,,,,LA City Geo Hub,7,California Natural Resources Agency Data Portal,1,,,,,,,,
USDOC,7,,,,LA City Geo Hub,7,,,,,,,,,,
Mountains,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
tracks,7,,,,LA City Geo Hub,7,,,,,,,,,,
kisutch,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
Resource,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
SaffirSimpson,7,,,,LA City Geo Hub,7,,,,,,,,,,
Medi-Cal Enrollment,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
tshawytscha,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
poverty,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
Klamath,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
earthquakes,7,natural-disasters,,,LA City Geo Hub,7,,,,,,,,,,
climatology,7,,,,LA City Geo Hub,7,,,,,,,,,,
SaffirSimpson Scale,7,,,,LA City Geo Hub,7,,,,,,,,,,
Atlantic Ocean,7,,water,,LA City Geo Hub,7,,,,,,,,,,
hydroelectric,7,,,,California Natural Resources Agency Data Portal,7,,,,,,,,,,
medi-cal eligibility,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
US Department of Commerce,7,,,,LA City Geo Hub,7,,,,,,,,,,
tropical storm,7,,,,LA City Geo Hub,7,,,,,,,,,,
physicians,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
National Oceanic and Atmospheric Administration,7,,,,LA City Geo Hub,7,,,,,,,,,,
beds,7,,,,California Health and Human Services Open Data Portal,7,,,,,,,,,,
Rattlesnake,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
hacla,6,,,,Los Angeles Open Data,6,,,,,,,,,,
hcidla,6,,,,Los Angeles Open Data,6,,,,,,,,,,
Buteo,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
employment,8,,,,Performance LA,6,Los Angeles Open Data,1,ControlPanel LA,1,,,,,,
Bioassessment,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
BOE permits,6,,,,LA City Geo Hub,6,,,,,,,,,,
BOE capital improvement projects,6,,,,LA City Geo Hub,6,,,,,,,,,,
DASH routes,6,,,,LA City Geo Hub,6,,,,,,,,,,
DASH,6,,,,LA City Geo Hub,6,,,,,,,,,,
2400,6,,,,LA City Geo Hub,6,,,,,,,,,,
biomass,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
Cambodian,6,,,,California Health and Human Services Open Data Portal,6,,,,,,,,,,
road work,6,,,,LA City Geo Hub,6,,,,,,,,,,
public-housing,6,housing,,,Los Angeles Open Data,6,,,,,,,,,,
long-term care,6,,,,California Health and Human Services Open Data Portal,6,,,,,,,,,,
jobs,11,,,,Los Angeles Open Data,6,Performance LA,5,,,,,,,,
adjusted length of stay,6,,,,California Health and Human Services Open Data Portal,6,,,,,,,,,,
Townsends,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
hydrologic,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
slurry seal,6,,,,LA City Geo Hub,6,,,,,,,,,,
hydrography,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
Xantusia,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
lax,6,,,,Los Angeles Open Data,6,,,,,,,,,,
marsh,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
agency for healthcare research and quality,6,,,,California Health and Human Services Open Data Portal,6,,,,,,,,,,
Fox,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
resurfacing,6,,,,LA City Geo Hub,6,,,,,,,,,,
Housing and Community Investment Department,6,housing,,,LA City Geo Hub,6,,,,,,,,,,
Walkability,6,,,,LA City Geo Hub,6,,,,,,,,,,
Horned,6,,,,California Natural Resources Agency Data Portal,6,,,,,,,,,,
road repair,6,,,,LA City Geo Hub,6,,,,,,,,,,
community investment,6,,,,LA City Geo Hub,6,,,,,,,,,,
average length of stay,6,,,,California Health and Human Services Open Data Portal,6,,,,,,,,,,
patient,6,,,,California Health and Human Services Open Data Portal,6,,,,,,,,,,
bss,6,,,,LA City Geo Hub,6,,,,,,,,,,
