term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
Aegolius,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Aegolius%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Aegolius%22"", ""2"")",,,,,,,,,,
aeneus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22aeneus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22aeneus%22"", ""2"")",,,,,,,,,,
Aeronautes,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Aeronautes%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Aeronautes%22"", ""2"")",,,,,,,,,,
affinis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22affinis%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22affinis%22"", ""2"")",,,,,,,,,,
agassizii,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22agassizii%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22agassizii%22"", ""2"")",,,,,,,,,,
Agile,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Agile%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Agile%22"", ""2"")",,,,,,,,,,
agilis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22agilis%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22agilis%22"", ""2"")",,,,,,,,,,
Ailanthus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Ailanthus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Ailanthus%22"", ""2"")",,,,,,,,,,
Aimophila,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Aimophila%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Aimophila%22"", ""2"")",,,,,,,,,,
Aix,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Aix%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Aix%22"", ""2"")",,,,,,,,,,
albeola,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22albeola%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22albeola%22"", ""2"")",,,,,,,,,,
albicaulisPinus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22albicaulisPinus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22albicaulisPinus%22"", ""2"")",,,,,,,,,,
albicollis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22albicollis%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22albicollis%22"", ""2"")",,,,,,,,,,
albigula,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22albigula%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22albigula%22"", ""2"")",,,,,,,,,,
albipes,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22albipes%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22albipes%22"", ""2"")",,,,,,,,,,
albolarvatus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22albolarvatus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22albolarvatus%22"", ""2"")",,,,,,,,,,
alcyon,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22alcyon%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22alcyon%22"", ""2"")",,,,,,,,,,
aleuticus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22aleuticus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22aleuticus%22"", ""2"")",,,,,,,,,,
alexandri,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22alexandri%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22alexandri%22"", ""2"")",,,,,,,,,,
alfalfa,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22alfalfa%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22alfalfa%22"", ""2"")",,,,,,,,,,
Allens,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Allens%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Allens%22"", ""2"")",,,,,,,,,,
Alliance,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Alliance%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Alliance%22"", ""2"")",,,,,,,,,,
alpestris,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22alpestris%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22alpestris%22"", ""2"")",,,,,,,,,,
alpina,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22alpina%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22alpina%22"", ""2"")",,,,,,,,,,
Alpine,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Alpine%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Alpine%22"", ""2"")",,,,,,,,,,
alpinus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22alpinus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22alpinus%22"", ""2"")",,,,,,,,,,
altasierrae,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22altasierrae%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22altasierrae%22"", ""2"")",,,,,,,,,,
Alternative Fuel and Advanced Technology Vehicles,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Alternative+Fuel+and+Advanced+Technology+Vehicles%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Alternative+Fuel+and+Advanced+Technology+Vehicles%22"", ""2"")",,,,,,,,,,
Alternative Fuel Production,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Alternative+Fuel+Production%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Alternative+Fuel+Production%22"", ""2"")",,,,,,,,,,
alticolus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22alticolus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22alticolus%22"", ""2"")",,,,,,,,,,
altissima,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22altissima%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22altissima%22"", ""2"")",,,,,,,,,,
Amercian,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Amercian%22"", ""2"")",demographics,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Amercian%22"", ""2"")",,,,,,,,,,
Ammodramus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Ammodramus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Ammodramus%22"", ""2"")",,,,,,,,,,
Ammotragus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Ammotragus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Ammotragus%22"", ""2"")",,,,,,,,,,
amoena,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22amoena%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22amoena%22"", ""2"")",,,,,,,,,,
amoenus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22amoenus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22amoenus%22"", ""2"")",,,,,,,,,,
Amphispiza,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Amphispiza%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Amphispiza%22"", ""2"")",,,,,,,,,,
Ancient,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Ancient%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Ancient%22"", ""2"")",,,,,,,,,,
andor,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22andor%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22andor%22"", ""2"")",,,,,,,,,,
angustirostris,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22angustirostris%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22angustirostris%22"", ""2"")",,,,,,,,,,
anna,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22anna%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22anna%22"", ""2"")",,,,,,,,,,
Annas,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Annas%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Annas%22"", ""2"")",,,,,,,,,,
Anniella,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Anniella%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Anniella%22"", ""2"")",,,,,,,,,,
Anthus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Anthus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Anthus%22"", ""2"")",,,,,,,,,,
antillarum,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22antillarum%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22antillarum%22"", ""2"")",,,,,,,,,,
antiquus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22antiquus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22antiquus%22"", ""2"")",,,,,,,,,,
Antrostomus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Antrostomus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Antrostomus%22"", ""2"")",,,,,,,,,,
Antrozous,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Antrozous%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Antrozous%22"", ""2"")",,,,,,,,,,
Apalone,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Apalone%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Apalone%22"", ""2"")",,,,,,,,,,
Apis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Apis%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Apis%22"", ""2"")",,,,,,,,,,
Aplodontia,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Aplodontia%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Aplodontia%22"", ""2"")",,,,,,,,,,
