term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
all-ages,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22all-ages%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22all-ages%22"", ""4"")",,,,,,,,,,
code,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22code%22"", ""5"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22code%22"", ""4"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22code%22"", ""1"")",,,,,,,,
anaplasma-phagocytophilum,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22anaplasma-phagocytophilum%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22anaplasma-phagocytophilum%22"", ""4"")",,,,,,,,,,
ltc,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22ltc%22"", ""4"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22ltc%22"", ""4"")",,,,,,,,,,
Coachwhip,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Coachwhip%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Coachwhip%22"", ""4"")",,,,,,,,,,
Coachella,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Coachella%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Coachella%22"", ""4"")",,,,,,,,,,
Vulpes,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Vulpes%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Vulpes%22"", ""4"")",,,,,,,,,,
birth-rates,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22birth-rates%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22birth-rates%22"", ""4"")",,,,,,,,,,
births,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22births%22"", ""6"")",demographics,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22births%22"", ""4"")","=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22births%22"", ""2"")",,,,,,,,
Clarks,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Clarks%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Clarks%22"", ""4"")",,,,,,,,,,
WA,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22WA%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22WA%22"", ""4"")",,,,,,,,,,
cinereoargenteus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22cinereoargenteus%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22cinereoargenteus%22"", ""4"")",,,,,,,,,,
chukar,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22chukar%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22chukar%22"", ""4"")",,,,,,,,,,
chub,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22chub%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22chub%22"", ""4"")",,,,,,,,,,
Chordeiles,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Chordeiles%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Chordeiles%22"", ""4"")",,,,,,,,,,
md,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22md%22"", ""4"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22md%22"", ""4"")",,,,,,,,,,
Chen,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Chen%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Chen%22"", ""4"")",,,,,,,,,,
Charina,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Charina%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Charina%22"", ""4"")",,,,,,,,,,
child health,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22child+health%22"", ""5"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22child+health%22"", ""4"")","=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22child+health%22"", ""1"")",,,,,,,,
child care,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22child+care%22"", ""4"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22child+care%22"", ""4"")",,,,,,,,,,
Chaetura,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Chaetura%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Chaetura%22"", ""4"")",,,,,,,,,,
measures,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22measures%22"", ""6"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22measures%22"", ""4"")","=HYPERLINK(""https://data.medicare.gov"", ""Data.Medicare.gov"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Data.Medicare.gov%22+AND+tags%3A%22measures%22"", ""2"")",,,,,,,,
child,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22child%22"", ""6"")",demographics,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22child%22"", ""4"")","=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22child%22"", ""2"")",,,,,,,,
Cervus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Cervus%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Cervus%22"", ""4"")",,,,,,,,,,
chikungunya-virus-disease,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22chikungunya-virus-disease%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22chikungunya-virus-disease%22"", ""4"")",,,,,,,,,,
chdp,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22chdp%22"", ""4"")",health,government-services,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22chdp%22"", ""4"")",,,,,,,,,,
Catharus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Catharus%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Catharus%22"", ""4"")",,,,,,,,,,
carolinensis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22carolinensis%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22carolinensis%22"", ""4"")",,,,,,,,,,
carnatus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22carnatus%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22carnatus%22"", ""4"")",,,,,,,,,,
congenital-syndrome,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22congenital-syndrome%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22congenital-syndrome%22"", ""4"")",,,,,,,,,,
contact-lenses,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22contact-lenses%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22contact-lenses%22"", ""4"")",,,,,,,,,,
coronary-heart-disease,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22coronary-heart-disease%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22coronary-heart-disease%22"", ""4"")",,,,,,,,,,
Calypte,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Calypte%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Calypte%22"", ""4"")",,,,,,,,,,
Callipepla,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Callipepla%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Callipepla%22"", ""4"")",,,,,,,,,,
dengue,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22dengue%22"", ""5"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22dengue%22"", ""4"")","=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22dengue%22"", ""1"")",,,,,,,,
medicine,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22medicine%22"", ""4"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22medicine%22"", ""4"")",,,,,,,,,,
dengue-virus-infection,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22dengue-virus-infection%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22dengue-virus-infection%22"", ""4"")",,,,,,,,,,
Calfish,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Calfish%22"", ""4"")",government-services,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Calfish%22"", ""4"")",,,,,,,,,,
caerulea,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22caerulea%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22caerulea%22"", ""4"")",,,,,,,,,,
Cactus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Cactus%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Cactus%22"", ""4"")",,,,,,,,,,
Cabezon,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Cabezon%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Cabezon%22"", ""4"")",,,,,,,,,,
energy-efficiency,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22energy-efficiency%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22energy-efficiency%22"", ""4"")",,,,,,,,,,
drought,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22drought%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22drought%22"", ""4"")",,,,,,,,,,
Bunting,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Bunting%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Bunting%22"", ""4"")",,,,,,,,,,
drug-poisoning,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22drug-poisoning%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22drug-poisoning%22"", ""4"")",,,,,,,,,,
eastern-equine-encephalitis-virus-disease,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22eastern-equine-encephalitis-virus-disease%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22eastern-equine-encephalitis-virus-disease%22"", ""4"")",,,,,,,,,,
BSSC,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22BSSC%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22BSSC%22"", ""4"")",,,,,,,,,,
ehrlichia-chaffeensis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22ehrlichia-chaffeensis%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22ehrlichia-chaffeensis%22"", ""4"")",,,,,,,,,,
economy,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22economy%22"", ""6"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22economy%22"", ""4"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22economy%22"", ""2"")",,,,,,,,
Brewers,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Brewers%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Brewers%22"", ""4"")",,,,,,,,,,
ever,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22ever%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22ever%22"", ""4"")",,,,,,,,,,
factor,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22factor%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22factor%22"", ""4"")",,,,,,,,,,
brachyrhynchos,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22brachyrhynchos%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22brachyrhynchos%22"", ""4"")",,,,,,,,,,
boylii,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22boylii%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22boylii%22"", ""4"")",,,,,,,,,,
Wigeon,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Wigeon%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Wigeon%22"", ""4"")",,,,,,,,,,
census tracts,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22census+tracts%22"", ""5"")",demographics,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22census+tracts%22"", ""4"")","=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22census+tracts%22"", ""1"")",,,,,,,,
bottae,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22bottae%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22bottae%22"", ""4"")",,,,,,,,,,
gis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22gis%22"", ""7"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22gis%22"", ""4"")","=HYPERLINK(""http://data.smgov.net"", ""Santa Monica Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Santa+Monica+Open+Data%22+AND+tags%3A%22gis%22"", ""3"")",,,,,,,,
